att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,class
v3,7951,1,27730,35,5241,0.839,3545,57,0.89, class2
v1,7760,1,29523,53,5493,0.565,5736,30,0.89, class2
v1,8131,0,,38,5442,0.838,4589,49,0.77, class2
v3,7949,0,27907,72,2801,0.695,5092,27,0.88, class2
v3,7856,2,29525,46,1377,0.425,3860,51,0.72, class2
v2,7723,2,25622,71,1320,0.57,6824,60,0.88, class2
v1,7759,0,29769,37,2399,0.854,3210,31,0.84, class1
v1,7948,2,28709,60,5045,0.757,5548,23,0.39, class1
v3,7663,2,29601,40,5480,0.877,6608,23,0.69, class2
v2,7653,2,27121,72,4995,0.892,4665,14,0.4, class2
v3,7783,1,,37,5305,0.866,5354,18,0.39, class1
v1,7553,0,29600,63,3825,0.691,3680,39,0.55, class1
v3,8094,1,18066,40,5457,0.906,6587,57,0.46, class2
v3,7702,1,22894,35,5494,0.89,5263,59,0.89, class2
v2,7551,0,29534,51,1616,0.66,3176,37,0.73, class2
v3,,0,28138,34,5562,0.862,5922,32,0.64, class1
v2,7823,0,29207,66,5691,0.792,5675,26,0.54, class2
v2,7967,1,29536,,2566,0.695,5578,27,0.4, class1
v3,7951,2,20878,37,5571,0.848,4414,39,0.63, class2
v2,7947,0,27697,44,4276,0.895,3940,40,0.49, class2
v3,7708,1,25648,33,3419,0.856,6523,20,0.66, class1
v2,8101,0,25269,36,5579,0.659,4698,57,0.63, class1
v1,7789,0,27414,40,1911,0.87,4082,60,0.63, class1
v1,7886,2,28077,71,3135,0.454,4342,31,0.9, class1
v2,7835,1,25308,54,1231,0.499,5681,26,0.61, class2
v3,7951,1,29621,38,5597,0.907,4732,13,0.87, class1
v2,8153,0,29577,40,1192,0.861,4927,31,0.62, class1
v3,7979,2,26562,36,4970,0.906,5276,62,0.62, class1
v3,7818,0,26959,54,5688,0.663,3262,12,0.45, class2
v3,7783,1,28774,33,5641,0.841,7252,60,0.57, class1
v3,7569,0,24190,33,1962,0.641,6606,65,0.62, class1
v2,7923,2,28735,71,5209,0.868,3936,57,0.88, class1
v1,7512,1,26745,32,4434,0.412,5219,20,0.47, class1
v1,7742,0,,48,1476,0.855,5414,56,0.88, class1
v1,7764,1,23620,37,5280,0.887,3519,24,0.48, class1
v2,,0,20320,57,4955,0.691,4408,31,0.39, class1
v1,7949,1,21990,56,2103,0.688,6617,37,0.66, class1
v1,8125,1,29754,40,5624,0.4,4531,19,0.7, class1
v2,7665,0,29689,47,1294,0.646,4063,22,0.66, class1
v1,7627,2,29727,72,1373,0.688,6497,21,0.89, class2
v2,7674,0,20409,39,5456,0.863,7268,17,0.45, class2
v2,7955,0,27066,32,2693,0.664,7039,43,0.75, class1
v3,7600,0,17617,34,4476,0.638,6121,36,0.61, class1
v1,7839,1,29511,36,5280,0.645,4660,60,0.73, class1
v3,7795,1,23940,72,1869,0.638,6629,56,0.44, class1
v1,7662,0,28249,37,2613,0.421,3702,32,0.44, class1
v3,7731,1,29487,40,3836,0.781,3285,40,0.74, class1
v1,7527,1,27530,42,1988,0.834,5773,59,0.57, class1
v2,7619,0,19903,47,5222,0.647,4775,17,0.42, class2
v3,7564,0,28682,47,1440,0.663,5643,34,0.68, class1
v2,7915,0,29557,45,5006,0.907,5923,60,0.89, class1
v2,7949,0,26408,55,1959,0.913,5582,32,0.72, class2
v1,7799,1,25903,72,4208,0.406,5880,65,0.9, class2
v2,7900,2,29646,33,,0.641,3582,35,0.69, class2
v3,8173,1,26338,28,5508,0.471,4224,57,0.4, class1
v3,7682,1,26718,61,1382,0.662,4501,63,0.46, class1
v1,7660,0,,28,5252,0.654,6405,35,0.42, class1
v2,8027,1,27099,38,5211,0.638,5793,16,0.48, class1
v1,7834,2,27677,30,4950,0.891,5373,29,0.4, class1
v1,8174,2,22377,72,1520,0.642,5870,32,0.9, class2
v1,7739,2,29606,41,4959,0.654,4461,31,0.9, class2
v1,7532,,26006,71,4950,0.868,6687,15,0.55, class1
v3,7902,1,26985,46,5513,0.442,4157,34,0.66, class2
v1,7795,2,19781,41,4766,0.512,5105,30,0.73, class1
v3,8081,2,29555,71,5325,0.428,3455,55,0.59, class1
v1,7553,0,29748,32,5113,0.912,6513,26,0.8, class1
v1,8143,2,26256,29,1332,0.908,3151,33,0.47, class2
v2,7691,0,26401,71,1498,0.655,7313,17,0.89, class1
v2,8149,0,21333,47,1430,0.64,6872,57,0.9, class1
v1,7710,1,27874,28,1234,0.908,3940,33,0.52, class1
v3,7835,1,24255,72,3371,0.839,6036,20,0.9, class1
v2,8043,1,26707,72,2056,0.676,5193,56,0.5, class2
v2,7949,2,19308,41,1903,0.646,5069,33,0.42, class1
v3,8021,0,27381,52,2380,0.656,4480,58,0.68, class1
v1,7828,1,23647,71,5510,0.895,3236,27,0.89, class1
v2,7837,1,29696,71,1169,0.853,5422,42,0.89, class1
v1,7614,2,25518,59,5467,0.873,4676,61,0.75, class1
v2,7701,0,28121,60,1442,0.653,4416,18,0.68, class1
v1,7811,2,29529,33,1500,0.642,7117,46,0.81, class1
v2,7772,1,24945,55,5277,0.899,6734,15,0.89, class2
v3,8171,1,28885,28,1360,0.678,5831,38,0.9, class1
v2,7739,2,29072,44,4314,0.891,4645,54,0.65, class2
v2,8029,1,29544,67,5589,0.638,3353,28,0.88, class2
v3,7751,2,26258,58,5626,0.654,5737,37,0.86, class1
v1,7679,2,27051,71,5662,0.877,6484,24,0.9, class2
v2,7934,2,21493,71,4975,0.9,4230,17,0.4, class2
v1,7987,0,21117,30,5594,0.864,4251,42,0.5, class1
v2,8027,0,29091,39,3076,0.642,6947,56,0.75, class1
v2,7560,0,26460,52,1350,0.885,4965,38,0.77, class1
v2,7772,2,,65,1684,0.875,5163,33,0.89, class2
v1,7519,1,27570,72,4213,0.665,5329,14,0.6, class2
v1,7962,2,29672,56,5692,0.644,4339,61,0.9, class1
v1,,0,23541,45,1326,0.871,6489,57,0.61, class1
v1,8154,2,29357,69,2343,0.653,3857,13,0.79, class2
v1,7950,0,27718,55,4996,0.823,3531,42,0.4, class1
v3,7947,0,29476,53,5096,0.444,6803,22,0.66, class1
v2,7818,2,28013,71,1342,0.648,4835,14,0.9, class2
v2,8019,1,25817,36,1414,0.648,7304,38,0.9, class1
v1,7657,0,26618,36,1907,0.392,6134,62,0.64, class2
v2,8134,1,29717,71,4460,0.713,4071,39,0.9, class2
v1,7819,2,27110,38,5594,0.859,6028,63,0.87, class1
v1,7859,0,25321,33,3335,0.87,5627,13,0.62, class1
v1,8011,2,29401,67,4345,0.902,3557,24,0.61, class1
v3,7951,2,28183,69,2352,0.65,5529,31,0.62, class2
v3,7749,0,29427,71,4993,0.649,5848,57,0.44, class1
v3,7862,0,28454,46,5643,0.864,3954,64,0.46, class2
v1,7710,2,28343,53,5145,0.69,6816,49,0.64, class1
v2,7546,0,29230,46,5667,0.867,6179,31,0.62, class1
v2,8171,2,27808,48,5605,0.64,4559,30,0.47, class1
v3,8119,1,21657,36,5609,0.66,5334,56,0.9, class1
v2,8173,2,22977,72,5574,0.677,4571,34,0.89, class1
v1,7662,0,20175,72,5345,0.666,5826,64,0.9, class2
v1,7713,0,28102,72,2407,0.645,6565,19,0.61, class1
v2,7951,2,29458,54,5015,0.406,7360,22,0.42, class2
v1,7742,2,27136,47,5578,0.761,7328,14,0.57, class1
v1,8032,2,29678,71,1212,0.855,4952,21,0.82, class2
v2,8064,1,29656,57,5490,0.719,4605,52,0.41, class2
v2,7951,2,25216,51,5627,0.673,4574,20,0.62, class1
v3,8013,0,29609,41,3494,0.88,6805,30,0.5, class1
v2,7833,0,26780,48,5471,0.9,6824,12,0.49, class1
v2,7807,0,26951,33,1201,0.902,5858,57,0.63, class2
v2,,0,27786,68,1468,0.891,7259,61,0.89, class1
v2,7684,0,22564,54,4442,0.477,6842,25,0.42, class2
v3,7781,2,19177,56,5352,0.68,5497,25,0.41, class2
v1,7936,2,,37,5274,0.69,5657,55,0.78, class1
v3,8159,0,25549,33,5370,0.64,4833,31,0.63, class1
v2,8185,2,28460,36,2280,0.802,5895,49,0.59, class2
v3,7992,1,29700,70,1380,0.854,6833,28,0.68, class1
v2,7950,2,29543,31,1528,0.661,6968,29,0.88, class2
v2,7785,1,29454,38,5549,0.87,5791,21,0.75, class1
v2,7930,1,29417,36,1320,0.693,5285,39,0.89, class1
v1,7727,2,25280,71,5635,0.888,3187,65,0.7, class1
v2,8169,0,29689,41,5341,0.892,4927,28,0.53, class2
v2,8190,2,21710,54,5007,0.645,5965,16,0.55, class1
v3,7670,2,27932,36,5508,0.665,7093,28,0.9, class1
v1,8079,0,27736,71,5394,0.641,7339,31,0.88, class1
v1,7592,0,26394,33,4989,0.502,4915,25,0.63, class1
v3,7576,1,29419,31,4181,0.866,7206,16,0.88, class1
v2,7513,2,28821,39,4949,0.646,,17,0.57, class1
v3,7948,1,26005,33,5644,0.644,4498,18,0.72, class1
v2,7947,2,21898,28,3045,0.64,7154,21,0.9, class1
v2,7785,1,28371,35,5325,0.871,6699,17,0.54, class1
v3,7949,2,29091,53,3953,0.912,5700,38,0.53, class1
v1,7682,2,28530,37,3220,0.652,7267,57,0.9, class2
v3,8144,1,21501,71,2713,0.698,7278,31,0.9, class2
v2,7825,1,25657,35,5526,0.659,3316,17,0.54, class1
v2,8110,1,26496,72,5312,0.496,7317,18,0.43, class2
v3,,1,29137,33,1410,0.668,5399,49,0.42, class1
v1,7884,1,28449,52,5633,0.649,6379,56,0.66, class1
v2,7756,1,29388,36,2571,0.763,5030,60,0.42, class1
v3,7780,1,26848,47,2904,0.429,3281,56,0.46, class2
v2,7663,2,28505,51,1487,0.891,6866,13,0.41, class1
v1,7705,0,18574,32,1236,0.697,4325,45,0.43, class2
v2,8102,1,29660,56,4356,0.846,6572,31,0.62, class1
v2,7763,0,29559,26,1485,0.656,7319,32,0.75, class1
v2,7784,0,28356,29,3558,0.643,5146,28,0.87, class1
v1,7918,2,,39,4959,0.892,3317,39,0.5, class2
v2,8152,1,29559,54,3969,0.649,5933,25,0.8, class2
v1,7917,2,29298,39,1380,0.641,6650,23,0.68, class2
v2,7947,0,17148,28,5522,0.643,5791,14,0.88, class1
v3,7785,2,18677,50,1506,0.666,3669,24,0.63, class2
v2,7951,2,28721,53,5458,0.679,6988,21,0.65, class1
v1,7748,1,29730,40,5388,0.677,5883,17,0.44, class1
v2,7744,2,20081,54,5487,0.905,6573,52,0.88, class1
v2,7947,2,29377,47,1451,0.643,5532,30,0.87, class1
v2,7948,1,21719,62,5695,0.443,6285,25,0.63, class1
v2,7632,1,25273,39,5216,0.914,6159,37,0.67, class2
v3,8045,0,25516,40,1493,0.648,6834,56,0.67, class1
v1,7881,2,29481,61,3424,0.866,6635,36,0.89, class2
v2,8178,2,26094,47,5695,0.546,5150,32,0.89, class1
v2,7770,0,28679,49,1250,0.905,5704,29,0.41, class1
v1,8190,0,25522,34,3887,0.83,7343,22,0.61, class2
v2,7949,1,19176,34,1899,0.849,5918,12,0.67, class1
v1,7612,0,18452,71,5551,0.701,6341,39,0.68, class1
v3,7748,1,26657,36,1326,0.645,6756,40,0.61, class1
v3,8132,0,29629,71,1209,0.421,5613,30,0.58, class1
v1,8159,0,27949,37,5706,0.393,6343,17,0.9, class1
v3,7814,0,28215,72,5499,0.652,6699,33,0.82, class1
v1,7658,1,25329,53,2410,0.909,5827,14,0.44, class2
v3,7592,0,18071,32,4996,0.705,5565,64,0.4, class1
v2,7776,0,21132,26,5155,0.86,3359,29,0.42, class1
v3,7947,2,25290,31,5604,0.909,4318,32,0.79, class1
v3,7869,0,28996,72,4110,0.488,6657,33,0.8, class1
v1,7827,1,,70,3666,0.808,3424,30,0.79, class1
v2,7810,2,17005,48,5330,0.439,7286,62,0.9, class1
v1,8037,0,23527,42,5373,0.876,6318,15,0.48, class1
v2,7597,0,28273,31,5300,0.615,4075,63,0.87, class1
v2,7751,2,27320,71,1205,0.906,4045,34,0.89, class1
v3,7947,1,19387,53,1265,0.681,3396,56,0.63, class1
v2,7947,1,21386,56,5618,0.458,6597,14,0.64, class1
v2,7845,1,26046,33,1487,0.641,3483,22,0.43, class1
v2,7947,0,29767,33,5159,0.876,6592,17,0.89, class1
v3,7710,0,28066,33,5282,0.547,5276,14,0.65, class1
v1,7774,2,17608,47,3150,0.648,5733,58,0.76, class1
v1,7629,1,24265,50,4607,0.427,3727,63,0.72, class1
v2,7831,0,28409,38,5582,0.706,7065,39,0.66, class1
v3,7986,0,28303,31,1280,0.54,4947,38,0.46, class1
v2,7862,1,28922,72,1353,0.697,7042,50,0.65, class2
v2,7748,1,24096,51,1505,0.884,3269,22,0.42, class1
v3,8171,1,25516,29,5419,0.674,4056,61,0.63, class2
v3,7676,0,29518,59,1289,0.648,7051,65,0.62, class2
v3,,2,18530,49,5300,0.646,4288,57,0.45, class2
v1,7742,0,29731,35,2395,0.676,6958,15,0.66, class2
v2,7697,0,,35,5393,0.643,3539,31,0.6, class1
v2,7702,0,17472,56,5227,0.585,5169,57,0.9, class1
v1,7932,1,22554,35,5138,0.676,6991,22,0.4, class1
v3,7636,2,28609,54,5293,0.651,4335,37,0.42, class1
v1,7572,2,18709,26,2674,0.515,5966,57,0.88, class1
v1,7951,1,25523,71,1363,0.905,5488,35,0.63, class1
v1,7952,0,19654,33,5502,0.889,4780,60,0.85, class1
v2,7906,0,28363,61,1228,0.51,4094,36,0.54, class2
v1,8087,2,26773,33,5017,0.654,4080,21,0.9, class1
v1,7771,1,27834,36,5583,0.913,5168,30,0.39, class1
v2,7833,2,28997,37,5499,0.627,3708,63,0.89, class1
v2,8085,1,26453,66,5460,0.664,7346,12,0.77, class1
v2,7509,1,18505,50,5452,0.906,7235,30,0.82, class2
v1,8011,1,28564,72,5472,0.911,3219,40,0.89, class1
v2,8099,2,26790,52,2520,0.655,5705,23,0.8, class1
v2,7939,2,28951,47,1285,0.471,5535,22,0.44, class1
v3,7951,1,25181,70,1509,0.655,5480,31,0.72, class1
v2,7680,2,28849,37,5005,0.913,5913,17,0.68, class1
v1,8189,2,27587,28,5297,0.907,7066,34,0.69, class2
v1,8160,1,28228,72,3042,0.596,5342,26,0.9, class2
v1,7582,0,28672,52,1830,0.911,5725,13,0.65, class1
v2,8000,1,29633,28,5122,0.628,4665,30,0.9, class1
v1,7750,1,29428,30,1318,0.9,6934,35,0.88, class1
v2,8026,1,25925,48,1388,0.643,7082,56,0.72, class1
v1,7947,1,29569,33,5525,0.647,4405,38,0.61, class1
v1,7763,1,29688,66,5044,0.88,7061,29,0.62, class1
v3,7840,0,29723,29,1363,0.455,3680,30,0.9, class1
v1,8159,2,29457,63,1775,0.458,3575,33,0.6, class2
v1,8083,0,21531,71,5629,0.845,5572,57,0.9, class2
v3,8171,0,19946,35,5085,0.693,6324,13,0.53, class1
v1,7833,1,28562,45,5095,0.877,4798,37,0.65, class2
v3,,2,29463,69,5476,0.535,4968,26,0.89, class2
v1,7933,1,26858,41,5415,0.862,4395,56,0.73, class1
v3,7947,1,27961,52,5461,0.87,7198,32,0.47, class1
v1,7624,0,28831,29,1212,0.908,4466,45,0.88, class2
v3,7667,1,20315,37,1460,0.84,6366,45,0.69, class2
v2,7792,0,20418,38,4805,0.78,6300,16,0.89, class1
v1,7948,0,29540,50,5297,0.483,7253,56,0.89, class1
v1,7827,1,26392,40,1392,0.873,5737,30,0.87, class1
v3,7751,0,29563,44,1290,0.59,6130,38,0.89, class1
v1,8009,1,28340,55,5499,0.465,7222,28,0.9, class2
v2,8050,2,29212,36,1341,0.883,6777,35,0.88, class1
v2,7757,0,28583,38,5524,0.91,4955,12,0.64, class1
v2,7779,1,29449,58,1412,0.886,6796,35,0.5, class1
v3,8030,1,17771,47,5460,0.573,4068,46,0.9, class1
v2,7773,2,29662,48,5437,0.449,4812,21,0.4, class1
v3,8143,0,28999,71,5628,0.641,5069,15,0.75, class1
v1,7532,2,29508,72,5192,0.818,6303,55,0.51, class1
v2,7956,1,22236,71,4950,0.553,6281,13,0.58, class1
v3,7546,2,25808,53,1371,0.645,5681,13,0.66, class1
v3,7758,0,29537,69,5685,0.578,4018,56,0.75, class1
v3,7631,0,26856,32,5660,0.591,4887,30,0.77, class2
v1,7758,0,26704,71,3142,0.824,5415,57,0.89, class1
v3,7580,0,23319,33,5461,0.86,6328,24,0.89, class1
v2,7575,2,28582,29,3568,0.643,5789,19,0.44, class1
v2,7978,2,28652,68,5320,0.858,6466,30,0.65, class1
v2,8109,1,29399,28,5699,0.541,6186,32,0.41, class1
v3,7518,2,19228,55,5396,0.845,3935,13,0.62, class1
v1,7768,0,29724,26,5371,0.762,6316,40,0.77, class2
v2,7571,0,29502,39,4274,0.717,6520,43,0.89, class1
v3,8189,1,26205,71,5550,0.911,7224,32,0.44, class1
v3,7551,0,29474,45,5431,0.841,7068,58,0.71, class2
v3,7948,0,18630,32,5507,0.655,6208,34,0.64, class2
v2,7816,1,26870,55,3194,0.911,7052,25,0.69, class1
v2,7972,0,27126,68,4935,0.464,4344,38,0.62, class1
v1,7841,2,28458,53,2788,0.639,3632,33,0.9, class1
v1,7711,1,25857,51,2443,0.453,6593,27,0.89, class1
v1,7950,0,29648,40,2842,0.87,6641,59,0.9, class1
v3,7925,0,27642,29,3812,0.647,3549,52,0.78, class1
v2,7948,2,24374,52,5353,0.856,6527,12,0.64, class1
v3,7713,2,29743,53,5628,0.908,5304,65,0.82, class2
v3,7759,2,28687,67,5228,0.701,6925,18,0.53, class1
v1,7870,2,29758,37,1503,0.701,6480,18,0.45, class2
v1,7841,2,21599,34,1371,0.641,3305,14,0.42, class1
v3,7831,1,29721,71,5700,0.878,7219,56,0.47, class1
v1,7948,1,29210,66,1634,0.732,4623,17,0.64, class2
v2,7656,1,26164,43,4469,0.548,7306,56,0.9, class1
v1,7948,1,28312,70,5529,0.668,3602,26,0.55, class2
v1,7646,0,29534,53,5588,0.718,6269,63,0.88, class1
v2,7825,0,26775,39,1232,0.597,6717,27,0.44, class2
v2,7703,2,28749,33,3395,0.898,3766,49,0.74, class1
v3,7518,1,22377,65,1269,0.912,6448,30,0.54, class2
v1,7680,0,29590,38,5465,0.668,3165,25,0.65, class2
v2,,0,29547,71,5292,0.503,6971,30,0.9, class1
v1,7523,2,27401,32,1260,0.909,5396,13,0.55, class2
v3,7508,1,29148,69,5601,0.638,4291,18,0.54, class1
v3,7819,0,27025,31,4850,0.666,4089,32,0.82, class1
v3,7716,1,29750,72,5678,0.638,5215,50,0.44, class2
v1,7638,0,27357,41,4913,0.544,7188,65,0.64, class1
v3,7769,0,26901,68,1204,0.618,6660,35,0.73, class1
v1,7710,2,28514,72,5692,0.881,5700,65,0.76, class1
v1,7760,0,21540,71,1362,0.668,6849,14,0.89, class2
v2,7815,0,25661,38,5273,0.648,6824,30,0.46, class2
v1,7822,1,27026,53,5605,0.539,4893,32,0.81, class2
v1,8128,0,25573,40,5572,0.469,5481,29,0.88, class2
v1,8023,0,23835,72,1396,0.444,3605,27,0.78, class1
v1,7771,1,27570,72,5613,0.913,3718,33,0.62, class1
v3,7827,0,29583,71,2651,0.718,6826,34,0.65, class2
v2,7620,0,29638,50,4451,0.466,6882,30,0.7, class2
v1,8192,0,26062,59,5584,0.748,5681,23,0.54, class1
v1,8049,1,29440,47,1525,0.914,5968,31,0.47, class1
v2,8091,0,29761,53,3123,0.88,5088,38,0.4, class1
v3,8142,1,25720,27,2731,0.87,5838,15,0.57, class1
v1,7798,1,29518,39,4816,0.885,5196,54,0.43, class1
v1,7691,2,29190,33,5426,0.484,7169,38,0.72, class1
v1,8017,0,,54,1961,0.798,3484,66,0.88, class1
v1,8021,0,24724,38,4041,0.914,3758,39,0.71, class1
v2,7911,0,20995,34,4891,0.909,7360,61,0.89, class1
v3,8087,1,28562,72,5443,0.757,5741,29,0.71, class1
v1,7822,1,29303,51,3032,0.894,3761,62,0.64, class1
v2,7813,1,29576,46,5097,0.866,3637,30,0.46, class1
v1,7948,2,27868,29,1233,0.914,4961,40,0.57, class2
v2,7810,1,25236,71,1442,0.864,3909,57,0.61, class2
v1,7755,1,29642,32,5427,0.905,3437,58,0.56, class1
v1,8189,0,29715,59,5479,0.789,4160,25,0.53, class2
v1,7550,0,29493,49,1336,0.678,3298,13,0.78, class1
v3,7733,0,18358,38,5598,0.746,6254,57,0.39, class1
v1,7608,1,18980,63,5705,0.69,4819,17,0.51, class2
v1,7948,1,18919,41,5539,0.473,5249,56,0.76, class1
v1,8166,1,29577,44,1266,0.649,5477,13,0.42, class1
v1,7746,0,19412,28,1406,0.431,4963,21,0.52, class1
v3,7775,1,24611,65,4191,0.602,5893,12,0.9, class2
v3,7623,0,27995,40,5688,0.608,6095,56,0.87, class2
v1,7636,1,22498,57,5369,0.851,5289,59,0.46, class1
v3,7522,1,29128,56,1245,0.722,6088,29,0.44, class2
v1,7827,0,25914,72,5654,0.91,4732,13,0.83, class1
v2,7834,2,,52,,0.872,6698,42,0.89, class1
v3,7825,1,27506,71,1929,0.459,6710,58,0.74, class1
v1,7947,1,29367,58,5633,0.91,5398,16,0.88, class1
v1,7951,1,23373,26,5541,0.834,6885,36,0.5, class1
v3,8129,2,22153,39,1408,0.627,6055,57,0.62, class2
v2,7532,2,29346,27,1453,0.656,7058,38,0.75, class1
v1,7726,1,29485,56,1946,0.649,6090,36,0.9, class1
v2,7950,1,25043,56,1494,0.8,3582,39,0.66, class1
v1,7791,0,19238,47,5425,0.855,5713,31,0.89, class1
v3,8149,2,18241,42,5273,0.901,4930,31,0.56, class1
v2,7925,2,19654,30,5314,0.909,4628,30,0.43, class1
v3,,0,29430,33,1922,0.574,7284,21,0.52, class1
v1,8089,1,24855,56,1453,0.607,6425,23,0.9, class1
v1,8044,0,,29,5276,0.461,6642,57,0.88, class1
v3,7931,0,27159,72,5207,0.425,5830,56,0.49, class2
v1,8147,0,28074,68,5636,0.907,3286,57,0.8, class2
v3,7743,1,27351,67,5045,0.54,6123,51,0.4, class1
v1,8152,1,29757,36,5431,0.914,5362,20,0.9, class2
v2,7938,2,25154,40,5569,0.699,4974,23,0.49, class1
v2,7760,0,29716,52,5189,0.914,6725,32,0.55, class1
v3,7950,0,25570,67,5547,0.61,6775,35,0.88, class2
v1,8189,0,23433,71,1664,0.446,4124,43,0.63, class2
v3,8105,1,25073,60,1509,0.659,4322,38,0.54, class1
v1,7754,1,22196,34,1253,0.809,7254,18,0.41, class1
v3,7766,1,19093,71,5588,0.911,4998,66,0.69, class1
v2,7841,2,25029,32,1182,0.643,5305,53,0.64, class2
v3,7951,1,20347,70,5667,0.85,5330,54,0.63, class1
v2,7577,0,27955,71,1286,0.805,4367,57,0.45, class1
v1,7950,2,29755,52,5676,0.465,5742,16,0.57, class1
v2,7755,1,23478,50,1848,0.485,4448,64,0.61, class1
v2,7744,1,26221,52,5576,0.9,6338,19,0.66, class2
v1,7830,2,29761,32,5473,0.903,5133,59,0.42, class1
v1,7897,0,25129,70,5684,0.652,3985,15,0.62, class2
v1,7561,0,29466,66,5489,0.868,5413,38,0.49, class2
v2,7820,2,21567,69,5128,0.758,5304,17,0.4, class2
v3,7611,0,28462,27,5013,0.701,6326,27,0.42, class1
v2,7951,1,26558,58,1286,0.55,7064,24,0.89, class2
v1,7948,2,26723,62,1367,0.713,5440,56,0.51, class2
v1,7567,0,29319,31,5045,0.593,5637,31,0.88, class1
v1,8036,1,27002,37,1187,0.641,3996,56,0.64, class1
v1,7820,0,29584,71,5364,0.578,6346,61,0.43, class1
v2,8178,1,26008,29,2909,0.687,4292,66,0.54, class1
v2,7949,1,19047,44,5435,0.907,6493,30,0.88, class1
v1,8160,1,29563,34,1368,0.639,4973,24,0.88, class1
v1,7900,0,20052,52,5258,0.681,6708,40,0.49, class1
v2,8184,0,25465,63,1408,0.907,5776,19,0.88, class1
v1,8150,1,20068,42,1615,0.644,6691,47,0.63, class1
v1,7928,0,27449,53,2497,0.907,6962,30,0.48, class1
v1,7708,1,25397,37,5547,0.824,4642,57,0.61, class2
v2,8155,1,25455,37,5478,0.472,5066,64,0.71, class2
v1,7587,2,29487,57,1275,0.466,6571,40,0.76, class2
v1,7690,1,27581,34,4455,0.877,3373,57,0.61, class1
v1,8071,0,28943,33,1284,0.874,6758,29,0.65, class1
v3,7815,0,26203,38,5599,0.655,3786,15,0.77, class1
v1,7879,0,29572,52,1459,0.878,7306,41,0.61, class2
v1,7824,2,29544,56,1292,0.64,6257,51,0.66, class1
v2,8169,0,25356,63,5581,0.878,5334,33,0.9, class2
v3,7917,1,25644,71,5369,0.853,5752,20,0.58, class1
v1,7712,2,27367,72,5506,0.419,6353,56,0.9, class2
v3,,0,29445,70,5223,0.67,6041,38,0.54, class1
v2,8187,0,28644,38,1497,0.884,3538,23,0.89, class2
v2,7887,2,19040,41,5600,0.883,3409,31,0.4, class1
v1,7540,1,29001,33,5268,0.696,3319,48,0.4, class1
v2,8010,0,25400,29,2174,0.646,5214,12,0.39, class1
v1,7789,1,29668,50,1333,0.869,5428,57,0.66, class2
v2,8173,0,29777,69,1328,0.911,5855,28,0.9, class1
v1,7665,0,19138,67,3452,0.877,7064,20,0.81, class1
v1,7605,0,29162,38,4165,0.586,4357,34,0.45, class2
v3,7962,1,27052,32,1225,0.507,4331,50,0.47, class1
v3,7746,1,26805,35,1287,0.681,7064,56,0.43, class2
v2,7892,2,29439,36,5657,0.692,4276,43,0.75, class1
v1,7750,2,29589,43,5364,0.639,6488,57,0.87, class1
v1,7540,0,23142,27,5669,0.721,3556,61,0.89, class2
v2,7535,0,29354,38,1469,0.823,5063,50,0.9, class2
v1,7948,1,29669,41,1383,0.614,6102,28,0.65, class2
v2,7710,0,18065,52,1382,0.573,5853,63,0.5, class1
v1,7751,2,29633,49,1465,0.586,6343,38,0.63, class1
v1,7947,2,29371,72,2764,0.651,4770,34,0.64, class2
v1,8141,0,25978,33,1328,0.647,5227,28,0.89, class1
v3,8088,0,26265,46,5075,0.74,5290,66,0.51, class2
v3,8065,2,29682,38,1741,0.645,6999,38,0.42, class1
v1,7792,1,25084,26,5711,0.909,6094,12,0.87, class2
v3,7698,1,26823,72,3917,0.878,3626,60,0.74, class1
v1,7948,0,17359,38,2901,0.868,6667,58,0.89, class1
v2,7805,1,21163,53,5471,0.883,7230,60,0.89, class1
v2,7544,2,29096,71,5419,0.724,6962,39,0.8, class1
v3,7840,0,28802,35,5249,0.616,3693,65,0.87, class1
v2,7843,1,28876,71,5244,0.869,4981,12,0.9, class1
v3,7628,2,28297,72,4869,0.407,5331,31,0.68, class1
v3,7951,0,19182,56,1650,0.878,4074,51,0.66, class1
v1,7950,0,26756,26,5418,0.886,6101,26,0.82, class2
v1,8180,2,28297,27,4724,0.673,5571,34,0.53, class2
v3,7843,1,26672,44,4363,0.777,4963,65,0.76, class1
v3,7813,1,25962,37,5228,0.749,5753,61,0.66, class2
v2,7638,0,22717,35,2371,0.666,6301,25,0.9, class2
v3,7865,1,27237,26,4665,0.861,4999,21,0.88, class2
v1,7543,0,26336,34,4187,0.693,5413,24,0.68, class2
v1,7520,1,29554,64,5153,0.663,3284,66,0.4, class1
v2,7847,0,24577,33,1968,0.457,6919,23,0.9, class1
v2,7693,2,25918,33,4950,0.862,3973,23,0.57, class2
v3,7584,0,28982,49,2490,0.883,5382,13,0.86, class1
v1,8173,0,19593,28,5527,0.89,3343,56,0.4, class1
v2,8003,1,29493,71,5589,0.692,3858,29,0.61, class1
v2,7894,1,27728,72,5651,0.878,6591,38,0.69, class2
v2,7836,1,29624,54,1264,0.901,3778,63,0.89, class1
v1,7805,1,22854,35,1224,0.853,5369,39,0.63, class1
v2,7950,2,29441,33,1294,0.47,7091,52,0.55, class1
v1,7563,1,28810,31,2089,0.887,6125,19,0.44, class1
